x,acc_delay
0,105.55555555555556
1,113.88888888888889
2,112.83068783068782
3,111.11111111111111
4,119.44444444444446
5,106.54761904761905
6,106.54761904761905
7,124.4047619047619
8,105.55555555555556
9,116.38888888888889
10,119.44444444444444
11,105.55555555555556
12,111.11111111111111
13,106.34920634920636
14,113.88888888888889
15,108.88888888888889
16,110.55555555555556
17,113.8888888888889
18,113.01587301587301
19,111.57407407407408
20,105.55555555555556
21,120.55555555555557
22,109.72222222222223
23,105.55555555555556
24,107.53968253968254
25,115.27777777777777
26,123.14814814814815
27,105.55555555555556
28,105.55555555555556
29,107.34126984126985
30,105.55555555555556
31,105.55555555555556
32,105.55555555555556
33,105.55555555555556
34,105.55555555555556
35,129.16666666666666
36,105.55555555555556
37,123.61111111111111
38,112.5925925925926
39,105.55555555555556
40,127.77777777777777
41,105.55555555555556
42,136.94444444444446
43,137.83068783068785
44,111.5079365079365
45,123.61111111111111
46,109.72222222222223
47,118.5185185185185
48,115.27777777777777
49,110.55555555555556
50,105.55555555555556
51,105.55555555555556
52,108.13492063492063
53,105.55555555555556
54,112.03703703703704
55,107.4074074074074
56,110.55555555555556
57,123.61111111111111
58,114.35185185185186
59,105.55555555555556
60,141.4021164021164
61,113.88888888888889
62,109.12698412698413
63,105.55555555555556
64,105.55555555555556
65,115.37037037037037
66,123.61111111111111
67,118.3862433862434
68,106.74603174603175
69,109.25925925925927
70,109.72222222222223
71,117.59259259259261
72,115.27777777777777
73,108.13492063492063
74,105.55555555555556
75,116.38888888888889
76,106.74603174603175
77,109.25925925925927
78,105.55555555555556
79,105.55555555555556
80,141.5079365079365
81,105.55555555555556
82,123.61111111111111
83,121.91798941798942
84,105.55555555555556
85,119.64285714285714
86,105.55555555555556
87,107.4074074074074
88,126.38888888888889
89,105.55555555555556
90,105.55555555555556
91,109.72222222222223
92,105.55555555555556
93,105.55555555555556
94,107.93650793650794
95,109.72222222222223
96,109.72222222222223
97,109.12698412698413
98,105.55555555555556
99,107.53968253968254
100,105.55555555555556
101,105.55555555555556
102,105.55555555555556
103,109.72222222222223
104,107.87037037037037
105,105.55555555555556
106,126.38888888888889
107,105.55555555555556
108,109.72222222222223
109,105.55555555555556
110,105.55555555555556
111,106.34920634920636
112,105.55555555555556
113,127.31481481481482
114,105.55555555555556
115,105.55555555555556
116,118.80952380952381
117,116.66666666666667
118,105.55555555555556
119,111.11111111111111
120,109.72222222222223
121,143.05555555555554
122,105.55555555555556
123,121.42857142857143
124,115.47619047619048
125,109.72222222222223
126,118.05555555555556
127,121.2962962962963
128,105.55555555555556
129,110.47619047619048
130,105.55555555555556
131,118.05555555555556
132,114.28571428571428
133,105.55555555555556
134,117.64550264550265
135,150.0
136,105.55555555555556
137,118.0952380952381
138,105.55555555555556
139,113.88888888888889
140,134.72222222222223
141,113.05555555555556
142,111.11111111111111
143,106.34920634920636
144,105.55555555555556
145,105.55555555555556
146,107.53968253968254
147,134.16666666666669
148,105.55555555555556
149,110.18518518518519
150,113.88888888888889
151,119.44444444444443
