x,acc_reward
0,0.06382183908045976
1,0.05659090909090905
2,0.05175619834710741
3,0.056282051282051264
4,0.054059405940594
5,0.06961111111111107
6,0.07295238095238095
7,0.052568807339449526
8,0.05807228915662649
9,0.0656201550387597
10,0.06194444444444445
11,0.05288961038961039
12,0.043722826086956525
13,0.03133838383838384
14,0.055359999999999986
15,0.054968354430379715
16,0.0522674418604651
17,0.05124999999999998
18,0.05968181818181825
19,0.2551612903225807
20,0.35451086956521743
21,0.2944736842105263
22,0.2299999999999999
23,0.41249999999999987
24,0.3860833333333333
25,0.33202586206896556
26,0.3049390243902438
27,0.34789473684210537
28,0.4118452380952381
29,0.666730769230769
30,0.592890625
31,0.6057327586206894
32,0.6384920634920629
33,0.53778125
34,0.5349999999999991
35,0.5862500000000002
36,0.5826767676767679
37,0.5890322580645162
38,0.5845801526717544
39,0.6370744680851065
40,0.6406521739130437
41,0.643031914893617
42,0.6704046242774573
43,0.6941279069767443
44,0.7042204301075268
45,0.6886148648648652
46,0.7645212765957443
47,0.7374074074074075
48,0.7470833333333333
49,0.7323529411764709
50,0.7258582089552235
51,0.9087500000000001
52,0.9300840336134448
53,0.9410000000000001
54,0.8439285714285714
55,0.7653787878787881
56,0.7758333333333333
57,0.9125
58,0.8895833333333333
59,0.91625
60,0.9237499999999998
61,0.9425
62,0.9650000000000001
63,0.9376190476190475
64,0.8380555555555556
65,0.8212499999999999
66,0.8733333333333334
67,0.806875
68,0.8709999999999999
69,0.842
70,0.8509999999999998
71,0.8679166666666664
72,0.8388235294117646
73,0.8302040816326529
74,0.7835714285714285
75,0.8281617647058821
76,0.8728378378378373
77,0.8297058823529411
78,0.8626562500000002
79,0.8548684210526316
80,0.8644047619047619
81,0.8829326923076922
82,0.8418749999999996
83,0.9157692307692307
84,0.9078472222222219
85,0.9670454545454544
86,0.8827777777777779
87,0.9818939393939391
88,0.9842307692307691
89,0.9953906249999995
90,0.9823641304347828
91,0.946612903225806
92,0.8992452830188683
93,0.90625
94,0.9575
95,0.9175
96,0.9383333333333331
97,0.9168137254901965
98,0.909105263157895
99,0.8964622641509432
100,0.9016666666666672
101,0.9003571428571429
102,0.8854999999999998
103,0.80875
104,0.89
105,0.8099999999999999
106,0.8258333333333333
107,0.8405000000000001
108,0.905
109,0.8075
110,0.875
111,0.8315000000000001
112,0.875
113,0.8668750000000001
114,0.81625
115,0.8004999999999999
116,0.83375
117,0.755
118,0.8145
119,0.821875
120,0.8758333333333331
121,0.8400000000000001
122,0.8795
123,0.854375
124,0.8262499999999999
125,0.884375
126,0.8668750000000001
127,0.8705
128,0.880625
129,0.8462500000000001
130,0.843125
131,0.77
132,0.8752083333333335
133,0.885892857142857
134,0.9095833333333335
135,0.9180357142857145
136,0.9008791208791209
137,0.9080405405405404
138,0.9149137931034482
139,0.9323529411764707
140,0.9142537313432841
141,0.9247777777777775
142,0.9215540540540538
143,0.9132000000000001
144,0.9125
145,0.8390000000000001
146,0.9225
147,0.86
148,0.9349999999999999
149,0.974
