x,acc_throughput
554,126.66666666666667
555,123.33333333333333
556,146.66666666666666
557,146.66666666666666
558,133.33333333333334
559,130.0
560,96.66666666666667
561,133.33333333333334
562,153.33333333333334
563,143.33333333333334
564,146.66666666666666
565,146.66666666666666
566,126.66666666666667
567,143.33333333333334
568,136.66666666666666
569,140.0
570,126.66666666666667
571,146.66666666666666
572,113.33333333333333
573,123.33333333333333
574,146.66666666666666
575,146.66666666666666
576,146.66666666666666
577,146.66666666666666
578,136.66666666666666
579,136.66666666666666
580,136.66666666666666
581,156.66666666666666
582,133.33333333333334
583,123.33333333333333
584,143.33333333333334
585,136.66666666666666
586,133.33333333333334
587,146.66666666666666
588,140.0
589,146.66666666666666
590,136.66666666666666
591,146.66666666666666
592,133.33333333333334
593,146.66666666666666
594,146.66666666666666
595,140.0
596,120.0
597,146.66666666666666
598,146.66666666666666
599,146.66666666666666
600,146.66666666666666
601,136.66666666666666
602,150.0
603,136.66666666666666
604,173.33333333333334
605,136.66666666666666
606,123.33333333333333
607,126.66666666666667
608,146.66666666666666
609,146.66666666666666
610,133.33333333333334
611,146.66666666666666
612,140.0
613,146.66666666666666
614,126.66666666666667
615,136.66666666666666
616,160.0
617,146.66666666666666
618,126.66666666666667
619,146.66666666666666
620,146.66666666666666
621,146.66666666666666
622,123.33333333333333
623,146.66666666666666
624,120.0
625,130.0
626,133.33333333333334
627,146.66666666666666
628,146.66666666666666
629,146.66666666666666
630,136.66666666666666
631,133.33333333333334
632,133.33333333333334
633,146.66666666666666
634,146.66666666666666
635,143.33333333333334
636,146.66666666666666
637,133.33333333333334
638,146.66666666666666
639,143.33333333333334
640,140.0
641,136.66666666666666
642,146.66666666666666
643,143.33333333333334
644,133.33333333333334
645,143.33333333333334
646,143.33333333333334
647,146.66666666666666
648,126.66666666666667
649,140.0
650,130.0
651,146.66666666666666
652,160.0
653,133.33333333333334
654,146.66666666666666
655,133.33333333333334
656,120.0
657,146.66666666666666
658,133.33333333333334
659,146.66666666666666
660,146.66666666666666
661,173.33333333333334
662,140.0
663,146.66666666666666
664,170.0
665,146.66666666666666
666,133.33333333333334
667,93.33333333333333
668,106.66666666666667
669,93.33333333333333
670,93.33333333333333
671,110.0
672,116.66666666666667
673,100.0
674,96.66666666666667
675,106.66666666666667
676,106.66666666666667
677,103.33333333333333
678,106.66666666666667
679,106.66666666666667
680,106.66666666666667
681,110.0
682,110.0
683,103.33333333333333
684,106.66666666666667
685,96.66666666666667
686,106.66666666666667
687,120.0
688,120.0
689,106.66666666666667
690,106.66666666666667
691,106.66666666666667
692,106.66666666666667
693,106.66666666666667
694,83.33333333333333
695,100.0
696,106.66666666666667
697,96.66666666666667
698,80.0
699,106.66666666666667
700,106.66666666666667
701,96.66666666666667
702,113.33333333333333
703,93.33333333333333
704,106.66666666666667
705,106.66666666666667
706,90.0
707,96.66666666666667
708,113.33333333333333
709,103.33333333333333
710,113.33333333333333
711,103.33333333333333
712,106.66666666666667
713,93.33333333333333
714,86.66666666666667
715,100.0
716,83.33333333333333
717,106.66666666666667
718,100.0
719,116.66666666666667
720,100.0
721,93.33333333333333
722,106.66666666666667
723,103.33333333333333
724,120.0
725,103.33333333333333
726,120.0
727,116.66666666666667
728,113.33333333333333
729,93.33333333333333
730,106.66666666666667
731,100.0
732,100.0
733,93.33333333333333
734,93.33333333333333
735,93.33333333333333
736,106.66666666666667
737,106.66666666666667
738,103.33333333333333
739,93.33333333333333
740,76.66666666666667
741,90.0
742,113.33333333333333
743,96.66666666666667
744,96.66666666666667
745,106.66666666666667
746,106.66666666666667
747,93.33333333333333
748,103.33333333333333
749,110.0
750,113.33333333333333
751,93.33333333333333
752,106.66666666666667
753,106.66666666666667
754,100.0
755,93.33333333333333
756,93.33333333333333
757,100.0
758,113.33333333333333
759,113.33333333333333
760,120.0
761,106.66666666666667
762,120.0
763,106.66666666666667
764,103.33333333333333
765,106.66666666666667
766,106.66666666666667
767,106.66666666666667
768,110.0
769,106.66666666666667
770,106.66666666666667
771,103.33333333333333
772,106.66666666666667
773,103.33333333333333
774,106.66666666666667
775,93.33333333333333
776,93.33333333333333
777,100.0
778,113.33333333333333
779,116.66666666666667
780,120.0
781,116.66666666666667
782,103.33333333333333
783,106.66666666666667
784,103.33333333333333
785,90.0
786,93.33333333333333
787,96.66666666666667
788,106.66666666666667
789,106.66666666666667
790,110.0
791,106.66666666666667
792,106.66666666666667
793,110.0
794,100.0
795,113.33333333333333
796,106.66666666666667
797,96.66666666666667
798,80.0
799,80.0
800,106.66666666666667
801,116.66666666666667
802,103.33333333333333
803,113.33333333333333
804,103.33333333333333
805,93.33333333333333
806,106.66666666666667
807,113.33333333333333
808,110.0
809,100.0
810,106.66666666666667
811,106.66666666666667
812,106.66666666666667
813,96.66666666666667
814,120.0
815,96.66666666666667
816,116.66666666666667
817,96.66666666666667
818,110.0
819,110.0
820,106.66666666666667
821,100.0
822,116.66666666666667
823,110.0
824,103.33333333333333
825,110.0
826,96.66666666666667
827,116.66666666666667
828,106.66666666666667
829,100.0
830,83.33333333333333
831,103.33333333333333
832,120.0
833,106.66666666666667
834,106.66666666666667
835,103.33333333333333
836,103.33333333333333
837,106.66666666666667
838,106.66666666666667
839,106.66666666666667
840,106.66666666666667
841,120.0
842,106.66666666666667
843,96.66666666666667
844,100.0
845,90.0
846,96.66666666666667
847,103.33333333333333
848,106.66666666666667
849,106.66666666666667
850,106.66666666666667
851,100.0
852,106.66666666666667
853,100.0
854,100.0
855,106.66666666666667
856,110.0
857,83.33333333333333
858,83.33333333333333
859,93.33333333333333
860,106.66666666666667
861,103.33333333333333
862,123.33333333333333
863,96.66666666666667
864,106.66666666666667
865,106.66666666666667
866,103.33333333333333
867,90.0
868,113.33333333333333
869,103.33333333333333
870,100.0
871,93.33333333333333
872,103.33333333333333
873,106.66666666666667
874,106.66666666666667
875,106.66666666666667
876,100.0
877,103.33333333333333
878,103.33333333333333
879,93.33333333333333
880,106.66666666666667
881,106.66666666666667
882,106.66666666666667
883,106.66666666666667
884,103.33333333333333
885,106.66666666666667
886,103.33333333333333
887,110.0
888,86.66666666666667
889,96.66666666666667
890,106.66666666666667
891,113.33333333333333
892,106.66666666666667
893,93.33333333333333
894,106.66666666666667
895,110.0
896,96.66666666666667
897,90.0
898,93.33333333333333
899,110.0
900,93.33333333333333
901,100.0
902,96.66666666666667
903,106.66666666666667
904,96.66666666666667
905,113.33333333333333
906,93.33333333333333
907,103.33333333333333
908,106.66666666666667
909,106.66666666666667
910,100.0
911,106.66666666666667
912,110.0
913,120.0
914,96.66666666666667
915,103.33333333333333
916,106.66666666666667
917,106.66666666666667
918,116.66666666666667
919,116.66666666666667
920,106.66666666666667
921,106.66666666666667
922,116.66666666666667
923,110.0
924,106.66666666666667
925,106.66666666666667
926,106.66666666666667
927,96.66666666666667
928,106.66666666666667
929,100.0
930,106.66666666666667
931,110.0
932,96.66666666666667
933,106.66666666666667
934,103.33333333333333
935,100.0
936,106.66666666666667
937,106.66666666666667
938,103.33333333333333
939,110.0
940,96.66666666666667
941,86.66666666666667
942,93.33333333333333
943,106.66666666666667
944,96.66666666666667
945,93.33333333333333
946,103.33333333333333
947,116.66666666666667
948,106.66666666666667
949,103.33333333333333
950,106.66666666666667
951,93.33333333333333
952,110.0
953,96.66666666666667
954,93.33333333333333
955,93.33333333333333
956,110.0
957,83.33333333333333
958,100.0
959,93.33333333333333
960,90.0
961,100.0
962,106.66666666666667
963,120.0
964,126.66666666666667
965,133.33333333333334
966,113.33333333333333
967,106.66666666666667
968,106.66666666666667
969,106.66666666666667
970,103.33333333333333
971,106.66666666666667
972,106.66666666666667
973,100.0
974,106.66666666666667
975,110.0
976,103.33333333333333
977,106.66666666666667
978,96.66666666666667
979,113.33333333333333
980,116.66666666666667
981,113.33333333333333
982,120.0
983,110.0
984,116.66666666666667
985,90.0
986,113.33333333333333
987,110.0
988,96.66666666666667
989,106.66666666666667
990,96.66666666666667
991,86.66666666666667
992,110.0
993,106.66666666666667
994,96.66666666666667
995,103.33333333333333
996,120.0
997,106.66666666666667
998,106.66666666666667
999,106.66666666666667
1000,100.0
1001,93.33333333333333
1002,93.33333333333333
1003,86.66666666666667
1004,100.0
1005,116.66666666666667
1006,106.66666666666667
1007,106.66666666666667
1008,93.33333333333333
1009,96.66666666666667
1010,93.33333333333333
1011,110.0
1012,110.0
1013,106.66666666666667
1014,96.66666666666667
1015,106.66666666666667
1016,106.66666666666667
1017,120.0
1018,106.66666666666667
1019,93.33333333333333
1020,100.0
1021,100.0
1022,96.66666666666667
1023,106.66666666666667
1024,106.66666666666667
1025,106.66666666666667
1026,100.0
1027,103.33333333333333
1028,103.33333333333333
1029,116.66666666666667
1030,116.66666666666667
1031,116.66666666666667
1032,106.66666666666667
1033,113.33333333333333
1034,110.0
1035,96.66666666666667
1036,86.66666666666667
1037,93.33333333333333
1038,123.33333333333333
1039,116.66666666666667
1040,100.0
1041,110.0
1042,110.0
1043,106.66666666666667
1044,106.66666666666667
1045,103.33333333333333
1046,86.66666666666667
1047,103.33333333333333
1048,106.66666666666667
1049,113.33333333333333
1050,116.66666666666667
1051,106.66666666666667
1052,106.66666666666667
1053,96.66666666666667
1054,106.66666666666667
1055,106.66666666666667
1056,106.66666666666667
1057,106.66666666666667
1058,90.0
1059,103.33333333333333
1060,103.33333333333333
1061,116.66666666666667
1062,90.0
1063,106.66666666666667
1064,100.0
1065,106.66666666666667
1066,106.66666666666667
1067,100.0
1068,93.33333333333333
1069,113.33333333333333
1070,106.66666666666667
1071,106.66666666666667
1072,96.66666666666667
1073,93.33333333333333
1074,100.0
1075,103.33333333333333
1076,100.0
1077,113.33333333333333
1078,106.66666666666667
1079,103.33333333333333
1080,116.66666666666667
1081,106.66666666666667
1082,100.0
1083,113.33333333333333
1084,96.66666666666667
1085,76.66666666666667
1086,86.66666666666667
1087,110.0
1088,83.33333333333333
1089,103.33333333333333
1090,100.0
1091,90.0
1092,83.33333333333333
1093,120.0
1094,96.66666666666667
1095,93.33333333333333
1096,106.66666666666667
1097,93.33333333333333
1098,96.66666666666667
1099,93.33333333333333
1100,96.66666666666667
1101,113.33333333333333
1102,100.0
1103,106.66666666666667
1104,110.0
1105,106.66666666666667
1106,116.66666666666667
1107,100.0
1108,93.33333333333333
1109,96.66666666666667
1110,106.66666666666667
1111,100.0
1112,110.0
1113,93.33333333333333
1114,110.0
1115,106.66666666666667
1116,100.0
1117,120.0
1118,116.66666666666667
1119,113.33333333333333
1120,93.33333333333333
1121,86.66666666666667
1122,103.33333333333333
1123,106.66666666666667
1124,123.33333333333333
1125,90.0
1126,110.0
1127,96.66666666666667
1128,110.0
1129,93.33333333333333
1130,106.66666666666667
1131,106.66666666666667
1132,106.66666666666667
1133,106.66666666666667
1134,100.0
1135,106.66666666666667
1136,103.33333333333333
1137,96.66666666666667
1138,93.33333333333333
1139,93.33333333333333
1140,120.0
1141,100.0
1142,93.33333333333333
1143,100.0
1144,103.33333333333333
1145,106.66666666666667
1146,120.0
1147,90.0
1148,103.33333333333333
1149,106.66666666666667
1150,113.33333333333333
1151,96.66666666666667
1152,106.66666666666667
1153,110.0
1154,110.0
1155,106.66666666666667
1156,110.0
1157,93.33333333333333
1158,93.33333333333333
1159,120.0
1160,110.0
1161,100.0
1162,86.66666666666667
1163,100.0
1164,73.33333333333333
1165,103.33333333333333
1166,106.66666666666667
1167,86.66666666666667
1168,93.33333333333333
1169,106.66666666666667
1170,120.0
1171,126.66666666666667
1172,110.0
1173,113.33333333333333
1174,106.66666666666667
1175,110.0
1176,106.66666666666667
1177,93.33333333333333
1178,93.33333333333333
1179,106.66666666666667
1180,93.33333333333333
1181,103.33333333333333
1182,100.0
1183,86.66666666666667
1184,93.33333333333333
1185,100.0
1186,100.0
1187,86.66666666666667
1188,93.33333333333333
1189,110.0
1190,113.33333333333333
1191,86.66666666666667
1192,106.66666666666667
1193,106.66666666666667
1194,106.66666666666667
1195,93.33333333333333
1196,100.0
1197,110.0
1198,100.0
1199,86.66666666666667
1200,83.33333333333333
1201,123.33333333333333
1202,106.66666666666667
1203,116.66666666666667
1204,103.33333333333333
1205,93.33333333333333
1206,106.66666666666667
1207,86.66666666666667
1208,106.66666666666667
1209,100.0
1210,106.66666666666667
1211,93.33333333333333
1212,93.33333333333333
1213,96.66666666666667
1214,96.66666666666667
1215,116.66666666666667
1216,96.66666666666667
1217,123.33333333333333
1218,93.33333333333333
1219,106.66666666666667
1220,93.33333333333333
1221,106.66666666666667
1222,96.66666666666667
1223,100.0
1224,90.0
1225,103.33333333333333
1226,103.33333333333333
1227,93.33333333333333
1228,110.0
1229,96.66666666666667
1230,113.33333333333333
1231,103.33333333333333
1232,106.66666666666667
1233,93.33333333333333
1234,83.33333333333333
1235,90.0
1236,100.0
1237,86.66666666666667
1238,93.33333333333333
1239,103.33333333333333
1240,106.66666666666667
1241,106.66666666666667
1242,100.0
1243,96.66666666666667
1244,93.33333333333333
1245,93.33333333333333
1246,106.66666666666667
1247,96.66666666666667
1248,86.66666666666667
1249,86.66666666666667
1250,96.66666666666667
1251,116.66666666666667
1252,106.66666666666667
1253,106.66666666666667
1254,93.33333333333333
1255,106.66666666666667
1256,106.66666666666667
1257,103.33333333333333
1258,106.66666666666667
1259,113.33333333333333
1260,110.0
1261,96.66666666666667
1262,103.33333333333333
1263,66.66666666666667
1264,106.66666666666667
1265,106.66666666666667
1266,106.66666666666667
1267,100.0
1268,90.0
1269,100.0
1270,123.33333333333333
1271,116.66666666666667
1272,116.66666666666667
1273,113.33333333333333
1274,80.0
1275,110.0
1276,130.0
1277,106.66666666666667
1278,106.66666666666667
1279,103.33333333333333
1280,106.66666666666667
1281,103.33333333333333
1282,100.0
1283,93.33333333333333
1284,93.33333333333333
1285,86.66666666666667
1286,103.33333333333333
1287,116.66666666666667
1288,96.66666666666667
1289,106.66666666666667
1290,96.66666666666667
1291,83.33333333333333
1292,110.0
1293,110.0
1294,96.66666666666667
1295,106.66666666666667
1296,116.66666666666667
1297,90.0
1298,103.33333333333333
1299,100.0
1300,116.66666666666667
1301,116.66666666666667
1302,103.33333333333333
1303,106.66666666666667
1304,96.66666666666667
1305,93.33333333333333
1306,120.0
1307,93.33333333333333
1308,106.66666666666667
1309,83.33333333333333
1310,116.66666666666667
1311,100.0
1312,106.66666666666667
1313,103.33333333333333
1314,106.66666666666667
1315,106.66666666666667
1316,96.66666666666667
1317,116.66666666666667
1318,106.66666666666667
1319,106.66666666666667
1320,90.0
1321,113.33333333333333
1322,106.66666666666667
1323,113.33333333333333
1324,110.0
1325,106.66666666666667
1326,113.33333333333333
1327,93.33333333333333
1328,103.33333333333333
1329,100.0
1330,106.66666666666667
1331,96.66666666666667
1332,100.0
1333,120.0
1334,106.66666666666667
1335,120.0
1336,120.0
1337,86.66666666666667
1338,100.0
1339,130.0
1340,113.33333333333333
1341,106.66666666666667
1342,100.0
1343,96.66666666666667
1344,93.33333333333333
1345,93.33333333333333
1346,93.33333333333333
1347,93.33333333333333
1348,110.0
1349,113.33333333333333
1350,110.0
1351,90.0
1352,100.0
1353,93.33333333333333
1354,96.66666666666667
1355,90.0
1356,96.66666666666667
1357,106.66666666666667
1358,106.66666666666667
1359,106.66666666666667
1360,93.33333333333333
1361,83.33333333333333
1362,100.0
1363,103.33333333333333
1364,93.33333333333333
1365,106.66666666666667
1366,106.66666666666667
1367,106.66666666666667
1368,123.33333333333333
1369,113.33333333333333
1370,86.66666666666667
1371,93.33333333333333
1372,116.66666666666667
1373,110.0
1374,106.66666666666667
1375,106.66666666666667
1376,106.66666666666667
1377,106.66666666666667
1378,106.66666666666667
1379,103.33333333333333
1380,93.33333333333333
1381,100.0
1382,126.66666666666667
1383,103.33333333333333
1384,110.0
1385,106.66666666666667
1386,103.33333333333333
1387,93.33333333333333
1388,113.33333333333333
1389,106.66666666666667
1390,116.66666666666667
1391,93.33333333333333
1392,106.66666666666667
1393,93.33333333333333
1394,93.33333333333333
1395,116.66666666666667
1396,103.33333333333333
1397,96.66666666666667
1398,90.0
1399,90.0
1400,123.33333333333333
1401,116.66666666666667
1402,106.66666666666667
1403,96.66666666666667
1404,110.0
1405,106.66666666666667
1406,93.33333333333333
1407,110.0
1408,103.33333333333333
1409,113.33333333333333
1410,116.66666666666667
1411,90.0
1412,96.66666666666667
1413,103.33333333333333
1414,96.66666666666667
1415,106.66666666666667
1416,93.33333333333333
1417,106.66666666666667
1418,106.66666666666667
1419,103.33333333333333
1420,106.66666666666667
1421,106.66666666666667
1422,103.33333333333333
1423,113.33333333333333
1424,123.33333333333333
1425,103.33333333333333
1426,116.66666666666667
1427,103.33333333333333
1428,93.33333333333333
1429,100.0
1430,106.66666666666667
1431,86.66666666666667
1432,103.33333333333333
1433,83.33333333333333
1434,113.33333333333333
1435,103.33333333333333
1436,100.0
1437,83.33333333333333
1438,103.33333333333333
1439,113.33333333333333
1440,100.0
1441,106.66666666666667
1442,120.0
1443,103.33333333333333
1444,83.33333333333333
1445,93.33333333333333
1446,73.33333333333333
1447,90.0
1448,106.66666666666667
1449,103.33333333333333
1450,106.66666666666667
1451,103.33333333333333
1452,93.33333333333333
1453,106.66666666666667
1454,96.66666666666667
1455,106.66666666666667
1456,113.33333333333333
1457,93.33333333333333
1458,106.66666666666667
1459,90.0
1460,96.66666666666667
1461,103.33333333333333
1462,120.0
1463,120.0
1464,113.33333333333333
1465,113.33333333333333
1466,103.33333333333333
1467,106.66666666666667
