x,episode_rewards,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
177,700.0,3.9,4.1,3.3,3.5,3.2,4.6,4.5,4.0,3.1,5.0,3.6,4.3,4.5,2.5,3.5,4.1,4.6,3.7
178,751.0,3.6,3.7,5.4,4.9,4.5,4.0,4.1,3.5,4.3,3.0,5.4,4.4,3.6,3.4,4.3,4.4,4.9,3.7
179,734.0,3.6,4.3,3.0,3.8,4.1,4.4,4.0,3.3,4.9,4.3,3.7,4.4,4.0,4.0,5.4,3.1,4.4,4.7
180,708.0,3.8,5.0,3.3,4.6,4.0,4.7,4.2,3.7,4.8,3.5,3.1,3.2,4.3,3.8,3.8,3.0,3.8,4.2
181,757.0,4.6,4.1,4.6,3.7,3.9,4.2,4.2,3.0,4.3,4.1,5.2,4.3,4.4,4.7,5.5,4.3,2.7,3.9
182,745.0,3.9,4.8,3.9,4.1,4.1,4.3,4.4,3.3,3.9,3.7,5.1,4.1,4.6,3.7,4.5,5.0,3.7,3.4
183,743.0,5.0,3.7,4.1,4.2,4.2,3.8,3.4,4.5,4.6,4.1,3.4,3.9,4.5,3.1,3.5,5.3,5.1,3.9
184,733.0,4.7,4.3,3.3,4.8,4.3,3.6,4.2,5.0,3.7,3.9,3.2,4.0,3.7,4.3,3.9,4.8,3.6,4.0
185,704.0,4.3,3.5,3.3,4.5,3.7,3.9,3.5,3.8,3.0,4.0,3.1,4.2,4.8,4.3,3.4,4.4,4.0,4.7
186,751.0,4.4,5.4,3.8,4.9,4.2,3.2,4.0,3.0,4.2,5.0,4.1,3.6,5.2,3.4,4.3,3.9,4.3,4.2
187,742.0,4.8,3.9,4.1,4.3,4.6,3.9,4.2,4.0,3.6,3.9,3.6,4.3,3.9,4.7,4.0,4.3,4.2,3.9
188,702.0,3.9,2.9,3.6,4.2,4.0,4.6,4.4,4.8,3.8,2.6,3.3,3.9,3.9,3.4,4.6,5.1,3.7,3.5
189,725.0,4.0,4.0,4.5,3.7,3.1,2.9,4.4,3.5,4.8,3.9,3.7,4.8,4.2,4.8,4.5,3.8,3.9,4.0
190,767.0,4.3,5.2,4.0,4.0,3.1,3.1,3.5,4.0,4.7,4.5,3.7,3.1,5.0,5.5,4.6,5.0,4.2,5.2
191,695.0,4.3,4.8,3.0,3.9,3.3,3.9,4.0,4.0,4.3,4.4,4.9,3.0,3.0,3.6,3.6,4.1,3.2,4.2
192,712.0,3.8,4.2,3.2,4.2,3.3,2.8,5.0,4.2,4.8,4.1,3.9,3.4,3.8,3.7,4.8,4.4,3.2,4.4
193,738.0,4.5,4.4,4.6,3.4,3.9,4.3,5.3,4.1,3.6,4.7,4.1,3.7,3.8,3.3,3.7,4.5,4.5,3.4
194,719.0,3.5,4.2,4.4,3.9,4.5,4.8,4.6,3.1,4.1,4.6,3.0,4.2,3.7,3.3,3.3,4.8,4.8,3.1
195,728.0,3.8,4.1,4.2,3.9,4.6,4.7,3.4,4.4,3.0,4.0,4.2,4.5,3.6,4.7,3.2,4.5,4.6,3.4
196,735.0,4.1,3.8,3.4,3.2,4.2,5.3,3.7,3.9,4.5,4.7,4.2,4.5,4.4,4.4,3.8,3.5,4.4,3.5
197,683.0,2.7,4.4,4.1,4.1,3.6,4.0,2.8,4.8,3.8,3.6,4.1,3.1,3.4,3.3,4.0,4.5,3.9,4.1
198,749.0,3.0,4.0,3.5,4.3,4.3,4.0,4.8,4.3,4.2,5.1,4.0,3.4,4.3,4.6,4.8,4.3,3.5,4.5
199,717.0,4.0,4.4,3.9,4.3,4.7,3.6,3.5,4.4,3.9,4.8,4.0,3.4,3.2,3.4,5.4,3.8,3.9,3.1
200,702.0,3.6,4.0,4.6,4.6,3.4,3.9,3.2,3.4,3.5,4.2,4.4,4.3,4.0,4.2,3.7,5.1,3.0,3.1
201,696.0,3.4,4.0,3.6,4.7,3.6,3.9,3.2,5.3,3.8,3.6,4.4,4.4,4.9,3.8,2.8,3.5,3.6,3.1
202,755.0,4.9,3.9,4.2,4.7,3.3,4.5,4.4,3.6,4.3,3.0,3.6,4.1,3.6,5.1,4.9,5.5,3.8,4.1
203,737.0,4.2,2.8,5.1,4.2,3.8,5.6,3.9,4.1,4.3,3.8,4.1,4.7,4.0,3.4,4.3,3.4,4.0,4.0
204,735.0,3.8,4.6,3.8,5.4,3.7,3.7,3.4,4.4,3.8,5.1,3.8,3.7,4.5,3.7,4.2,4.2,3.2,4.5
205,729.0,3.7,4.3,3.0,3.7,4.2,4.7,4.7,5.1,4.2,3.9,4.5,3.8,3.9,4.2,3.9,3.9,3.5,3.7
206,759.0,4.1,4.5,5.5,4.2,4.0,3.5,3.5,3.9,4.3,4.6,4.0,4.1,4.1,4.0,3.8,4.9,4.3,4.6
207,688.0,3.8,3.2,3.9,4.2,3.6,4.1,3.3,3.7,5.1,3.8,3.5,4.1,3.2,4.0,4.1,4.0,4.1,3.1
208,734.0,3.6,4.2,4.4,4.0,5.0,4.5,4.2,3.5,3.2,4.7,3.2,4.1,3.6,4.5,4.8,3.9,4.2,3.8
209,755.0,3.8,4.5,4.3,4.6,4.8,4.0,4.7,4.3,3.4,3.6,3.5,4.2,4.0,4.7,4.4,4.3,4.4,4.0
210,675.0,4.3,2.9,4.2,4.5,4.3,3.9,2.6,3.7,4.0,3.4,4.4,3.7,4.1,2.9,2.8,4.1,3.2,4.5
211,721.0,4.3,4.1,4.1,2.5,4.9,3.4,4.3,4.6,4.1,4.4,4.4,3.7,4.2,2.8,4.6,3.8,3.6,4.3
212,678.0,4.2,2.9,2.9,3.8,4.3,3.4,3.3,4.5,4.4,3.9,3.4,4.5,4.4,3.5,3.3,3.5,4.1,3.5
213,763.0,3.6,4.3,3.1,3.3,3.8,5.2,3.6,5.3,4.5,4.2,3.8,3.6,4.1,3.9,5.1,5.5,5.5,3.9
214,740.0,3.8,4.4,5.1,4.2,4.7,4.9,4.0,3.6,4.1,4.8,3.4,3.9,5.1,3.3,3.5,3.1,4.6,3.5
215,680.0,4.2,3.4,5.1,2.3,3.2,3.7,2.8,3.9,4.0,3.1,4.2,3.5,3.9,4.5,4.5,4.5,3.5,3.7
216,719.0,4.7,4.5,4.6,4.1,3.5,3.7,4.1,4.2,5.2,4.9,2.5,4.0,3.4,4.9,3.1,3.2,3.3,4.0
217,697.0,3.7,4.9,4.3,4.1,3.4,3.5,3.0,4.3,3.6,4.0,4.2,4.5,4.1,3.0,3.6,4.9,3.4,3.2
218,758.0,4.1,4.7,4.6,4.4,4.1,3.7,5.1,3.5,4.5,4.1,3.6,3.8,3.7,3.8,4.9,4.7,4.5,4.0
219,714.0,3.7,4.3,4.7,2.8,3.3,4.2,4.1,3.9,4.7,3.9,4.7,4.4,3.6,4.1,3.0,4.4,3.7,3.9
220,707.0,4.1,3.8,4.9,4.7,4.6,3.8,3.4,4.6,3.6,4.1,3.1,3.0,3.9,4.3,4.0,3.9,4.0,2.9
221,739.0,2.5,3.8,4.4,3.6,3.6,3.3,4.1,4.9,4.3,4.6,4.8,3.6,4.6,4.4,4.6,4.0,4.1,4.7
222,762.0,3.5,4.4,4.3,3.6,4.9,4.6,3.6,4.6,4.5,3.8,4.2,3.5,5.4,4.3,3.2,4.3,4.8,4.7
223,748.0,3.6,4.4,4.9,3.9,4.1,3.7,4.0,3.4,4.3,5.0,4.5,4.4,4.6,4.0,3.9,4.0,4.9,3.2
224,723.0,5.2,4.0,3.6,3.7,3.1,4.0,3.5,4.7,3.8,4.5,3.0,3.8,4.5,3.7,3.2,4.9,4.9,4.2
225,715.0,4.0,3.0,4.1,3.2,4.0,3.0,4.4,4.7,3.1,4.5,4.1,3.9,4.5,3.7,4.7,3.7,3.7,5.2
226,736.0,3.3,4.2,2.9,4.8,3.8,4.9,5.3,3.9,3.7,3.9,4.1,4.7,2.8,4.0,4.0,3.6,4.8,4.9
227,706.0,3.3,4.0,3.5,3.6,4.0,5.4,3.8,4.4,3.4,4.3,3.9,3.7,4.2,3.4,3.6,4.1,3.7,4.3
228,737.0,3.9,4.0,3.9,4.9,4.3,4.1,3.8,3.6,3.9,3.7,3.7,4.8,4.4,3.5,3.7,4.2,4.5,4.8
229,774.0,3.9,3.7,4.3,3.2,4.6,3.8,5.7,4.3,3.9,4.1,3.8,4.9,4.5,4.3,4.7,4.4,4.4,4.9
230,742.0,4.0,4.8,4.5,4.3,4.6,3.4,3.8,4.2,4.9,4.3,3.2,3.6,2.8,4.9,4.1,4.4,4.6,3.8
231,717.0,3.3,4.0,4.7,3.9,3.1,3.7,3.9,4.5,3.3,3.6,3.5,5.0,4.3,4.0,4.0,4.2,4.4,4.3
232,711.0,3.5,3.5,4.3,3.5,3.4,4.3,4.3,4.0,3.9,4.5,5.4,3.3,3.8,4.2,3.4,4.1,3.4,4.3
233,734.0,3.3,4.5,5.0,3.8,3.6,4.7,3.9,3.2,3.6,3.8,4.8,4.0,5.0,4.1,3.9,3.4,4.5,4.3
234,721.0,3.9,4.1,4.3,3.4,4.5,3.4,3.5,5.0,4.1,5.5,3.5,3.1,3.9,3.8,4.6,3.9,3.4,4.2
235,704.0,4.4,3.8,3.3,4.1,4.3,4.1,4.4,4.0,3.7,4.8,3.9,3.5,3.5,3.0,4.5,2.9,3.8,4.4
236,745.0,3.7,4.6,4.0,4.4,3.2,4.9,3.3,4.3,4.6,4.2,4.2,4.1,3.0,4.5,4.6,4.7,4.5,3.7
237,728.0,3.4,3.8,4.8,4.4,4.7,3.6,3.1,3.4,3.2,4.5,5.4,4.4,3.2,4.4,4.4,4.2,4.1,3.8
238,765.0,4.2,5.1,3.1,4.8,4.0,5.1,4.4,4.2,4.0,4.6,3.8,4.1,4.0,4.3,4.4,3.8,4.4,4.2
239,714.0,4.2,4.5,4.5,3.9,3.6,4.3,4.7,3.4,4.1,4.1,3.6,2.5,3.1,3.6,3.9,4.7,4.6,4.1
240,727.0,4.2,4.4,3.7,3.7,2.1,5.1,3.5,4.2,4.3,4.1,4.4,4.3,4.2,4.4,2.9,3.9,4.4,4.9
241,761.0,4.7,3.9,4.8,4.8,3.7,3.5,4.5,5.4,3.7,3.5,4.6,3.3,4.4,4.8,4.0,4.2,3.4,4.9
242,771.0,3.7,4.8,4.1,4.1,3.9,4.0,3.5,4.3,5.1,4.0,4.4,4.8,4.3,4.0,4.3,5.6,4.6,3.6
243,724.0,4.2,4.3,3.5,3.1,4.4,2.9,4.2,3.8,2.9,3.8,4.0,5.6,4.9,3.9,3.2,4.4,4.4,4.9
244,727.0,3.4,4.1,4.8,4.4,3.8,5.1,2.3,3.5,4.5,4.1,4.1,3.8,4.8,4.2,4.1,3.9,3.8,4.0
245,728.0,3.1,3.8,4.5,3.9,5.0,4.2,3.4,4.6,3.6,4.2,4.0,3.8,5.0,3.8,3.4,4.4,3.5,4.6
246,698.0,3.9,3.2,4.0,3.5,2.7,4.2,4.3,4.8,2.3,4.6,4.2,3.9,3.7,4.8,4.3,3.6,4.1,3.7
247,758.0,4.1,3.7,4.3,3.6,3.6,3.9,4.6,5.4,4.7,3.7,4.9,5.2,4.4,3.8,4.2,4.2,3.8,3.7
248,705.0,3.8,3.2,5.2,4.1,3.5,4.0,3.9,4.2,3.6,4.0,3.9,3.4,4.2,4.1,3.6,4.0,4.4,3.4
249,775.0,4.8,4.2,4.0,4.6,4.5,4.1,4.5,3.4,4.4,4.2,4.0,2.8,4.5,5.1,4.1,4.8,5.1,4.4
250,726.0,4.0,4.1,2.6,3.2,4.3,4.0,3.4,4.9,4.2,4.2,3.3,4.5,4.3,4.4,4.5,4.5,4.3,3.9
251,745.0,3.2,3.9,4.9,3.9,4.0,3.6,4.1,4.0,4.0,4.4,4.8,4.2,4.9,3.8,2.8,4.8,4.6,4.6
252,765.0,3.8,3.4,4.9,4.0,5.2,4.3,4.6,4.2,4.8,4.3,4.0,4.4,4.3,3.9,3.2,4.4,4.1,4.7
253,760.0,4.2,4.8,3.8,4.0,4.7,3.1,5.2,4.1,4.7,4.6,4.5,4.8,4.1,3.7,4.0,4.2,4.2,3.3
254,693.0,3.9,3.8,3.7,5.3,3.3,3.6,3.7,4.2,4.5,4.2,3.9,4.0,3.7,3.9,3.6,3.1,3.5,3.4
255,719.0,3.6,4.4,4.1,3.9,3.7,4.1,3.1,4.2,4.7,4.5,4.1,3.7,3.3,4.1,4.0,3.9,4.4,4.1
256,691.0,4.1,3.8,3.7,3.6,3.8,4.0,4.3,3.8,4.0,4.4,3.1,4.0,4.1,3.8,2.9,4.2,4.0,3.5
257,683.0,3.6,3.8,3.6,4.0,3.3,4.1,3.0,4.4,4.4,3.0,4.3,4.2,5.0,3.2,3.6,4.3,3.1,3.4
258,748.0,5.0,4.3,5.3,3.8,4.0,3.5,3.5,4.8,4.3,3.6,4.8,3.8,4.4,3.1,4.2,4.0,3.9,4.5
259,731.0,2.4,4.3,3.5,4.3,4.6,4.5,2.7,5.3,3.3,4.3,4.5,3.3,4.4,4.4,4.8,3.8,4.4,4.3
260,719.0,3.4,3.9,4.1,5.2,4.5,3.6,4.0,4.7,4.2,3.5,3.5,3.3,4.6,3.4,4.2,3.9,4.0,3.9
261,730.0,3.4,4.1,4.4,2.8,3.1,5.5,4.7,4.2,4.7,4.4,4.4,4.5,3.9,3.3,3.7,4.2,3.7,4.0
262,752.0,4.6,3.3,4.7,5.3,3.7,4.7,4.7,4.1,4.8,3.9,3.7,3.9,3.5,3.7,4.8,3.7,3.9,4.2
263,724.0,3.5,3.6,4.5,4.5,4.6,4.5,4.4,4.1,3.7,3.5,3.9,4.1,4.7,3.8,3.3,3.6,3.8,4.3
264,726.0,4.7,4.5,4.1,4.1,3.8,4.3,4.5,3.3,4.4,3.8,4.1,4.9,3.4,3.4,3.3,3.7,4.6,3.7
265,767.0,4.6,4.1,4.7,4.4,4.5,3.4,3.7,4.2,3.4,4.6,4.8,4.1,4.6,3.3,4.5,4.9,4.0,4.9
266,733.0,4.5,3.6,3.5,5.2,3.9,3.6,4.5,4.3,4.0,4.6,4.0,4.3,3.8,3.7,4.1,4.0,3.7,4.0
267,726.0,3.3,4.4,4.2,5.4,3.0,3.1,3.0,4.6,4.2,4.2,3.9,4.0,4.2,5.2,4.3,3.5,3.5,4.6
268,801.0,4.0,3.9,4.6,4.8,4.6,4.0,4.9,4.7,4.5,4.7,4.1,4.6,4.9,4.9,4.1,4.8,4.2,3.8
269,740.0,4.7,4.2,4.5,3.9,3.9,4.0,4.0,3.3,4.0,5.1,4.0,4.2,3.9,3.9,3.3,4.7,4.1,4.3
270,714.0,4.3,3.2,4.5,3.4,3.7,3.9,4.0,4.7,4.1,3.6,4.6,3.8,4.5,3.3,3.7,4.2,4.8,3.1
271,775.0,4.7,3.8,4.0,3.7,3.1,4.5,4.6,4.4,4.9,4.8,4.0,5.4,4.1,3.5,4.2,4.8,4.3,4.7
272,697.0,4.0,3.9,3.2,3.9,4.7,4.1,4.1,4.0,4.3,3.8,4.0,4.5,2.3,4.5,3.5,3.5,3.3,4.1
273,744.0,4.0,4.7,4.1,4.0,3.8,4.4,3.4,3.3,4.2,3.5,4.5,4.9,3.9,4.6,3.5,4.9,4.7,4.0
274,737.0,4.2,4.4,4.5,4.5,4.1,3.9,2.8,4.1,3.4,5.0,4.1,4.1,4.6,4.3,3.1,4.3,3.4,4.9
275,740.0,4.1,4.1,4.7,3.5,3.2,3.7,4.8,4.6,4.6,4.3,4.3,3.5,4.7,3.6,4.5,4.4,3.5,3.9
276,707.0,2.6,3.9,3.9,3.6,3.9,3.8,3.4,4.6,2.9,2.8,4.7,4.2,4.9,4.9,4.2,4.2,4.3,3.9
277,696.0,5.1,2.8,2.8,4.9,3.1,3.7,3.3,4.0,3.4,3.2,3.9,4.8,4.3,4.2,4.3,3.4,4.2,4.2
278,770.0,4.6,3.9,4.9,3.6,3.5,3.1,5.2,5.1,3.8,4.0,3.4,4.2,3.9,4.4,5.0,4.8,4.3,5.3
279,763.0,4.2,4.0,2.8,4.4,3.8,4.0,4.5,4.8,3.9,3.9,4.9,4.0,4.8,4.8,4.0,4.9,4.7,3.9
280,739.0,4.5,3.4,4.2,3.5,4.3,4.0,3.6,4.0,4.0,3.5,3.9,3.6,3.9,4.9,4.5,3.9,4.7,5.5
281,722.0,3.9,3.3,4.2,3.3,3.9,5.4,4.8,4.1,4.1,4.2,3.2,3.1,4.2,4.5,3.5,4.4,3.8,4.3
282,690.0,3.9,4.5,3.0,3.9,4.2,3.0,2.7,3.2,3.2,4.5,3.9,2.7,4.3,5.1,4.1,4.1,4.4,4.3
283,718.0,3.6,4.0,3.6,4.3,3.5,2.5,4.6,4.9,4.7,4.1,4.2,3.5,4.4,4.2,4.6,3.6,3.3,4.2
284,719.0,4.3,3.7,4.2,3.2,3.8,3.9,4.0,4.6,3.6,5.1,4.4,3.6,4.6,4.3,2.2,4.3,3.6,4.5
285,707.0,4.2,3.4,5.3,4.6,3.2,3.4,3.2,5.1,4.0,2.7,4.5,3.4,2.9,3.9,4.7,3.6,4.6,4.0
286,709.0,4.4,4.5,3.1,4.5,3.9,3.8,4.2,3.8,4.2,3.9,4.7,3.7,3.8,3.6,3.4,4.2,3.2,4.0
287,750.0,4.1,4.8,4.2,2.8,4.3,4.6,4.6,4.8,4.5,3.1,4.6,4.5,4.6,3.3,4.1,4.5,4.0,3.6
288,668.0,2.7,3.4,3.0,3.2,4.4,3.8,3.7,3.9,3.7,3.5,2.3,3.8,3.9,4.2,4.3,4.0,4.5,4.5
289,667.0,3.5,4.1,4.9,3.9,3.4,3.5,2.9,2.3,4.2,3.6,4.0,3.8,3.9,3.1,4.0,3.5,4.3,3.8
290,749.0,3.7,4.8,4.1,3.9,4.5,4.0,3.3,4.5,4.7,4.5,4.0,4.0,3.8,4.3,2.9,5.0,5.0,3.9
291,677.0,4.1,4.8,3.5,3.0,3.8,4.5,4.0,3.5,3.6,3.3,3.5,3.8,3.8,4.3,3.2,4.1,4.2,2.7
292,715.0,3.7,4.0,3.8,3.8,5.0,4.7,3.8,3.4,3.8,4.4,4.3,5.5,3.5,2.9,4.0,3.7,4.2,3.0
293,699.0,4.9,3.6,4.2,3.1,4.1,3.7,3.8,4.9,4.4,2.8,3.9,3.8,4.3,4.3,3.8,3.9,3.3,3.1
294,705.0,3.2,4.3,3.9,3.9,4.7,3.7,3.7,4.1,4.1,2.6,3.7,3.7,4.4,3.9,4.7,4.9,3.4,3.6
295,741.0,4.9,4.6,4.6,3.5,4.1,3.9,3.8,3.8,4.1,3.8,4.0,3.9,5.2,3.7,4.1,4.5,3.4,4.2
296,659.0,3.0,3.4,3.7,2.9,2.5,3.4,4.1,4.7,4.3,3.2,3.9,3.2,3.3,3.2,3.8,4.0,4.9,4.4
297,725.0,4.4,3.8,4.8,5.0,3.4,4.0,5.5,3.7,3.7,3.6,3.3,4.2,4.0,4.8,3.1,3.0,4.3,3.9
298,697.0,3.8,3.4,3.2,4.0,4.0,4.6,4.4,3.2,3.0,5.6,4.2,3.4,4.2,2.6,3.5,4.3,4.0,4.3
299,684.0,4.0,2.8,2.9,4.0,4.1,3.1,3.4,4.1,4.9,3.4,4.9,4.0,3.8,2.7,3.3,4.7,4.0,4.3
300,762.0,4.5,3.6,3.8,3.3,4.8,5.1,4.0,4.4,4.2,4.1,4.2,4.8,2.8,5.1,4.9,4.5,4.2,3.9
301,763.0,4.6,3.8,4.9,3.4,4.3,3.7,4.2,4.8,5.3,4.3,3.7,3.8,4.2,4.3,4.3,4.4,4.0,4.3
302,706.0,4.6,3.6,3.7,3.0,3.7,4.4,3.3,5.2,3.3,3.7,3.9,3.7,3.9,4.7,3.8,4.4,3.6,4.1
303,730.0,4.8,3.2,4.2,3.6,3.6,4.1,3.6,4.4,4.0,4.4,3.8,4.0,3.8,4.9,3.5,4.3,4.3,4.5
304,790.0,3.3,4.9,5.3,4.5,4.7,4.1,3.8,3.8,3.8,4.3,4.9,5.1,4.0,4.5,4.0,4.9,3.9,5.2
305,700.0,5.0,3.4,3.1,4.4,3.1,3.8,4.4,4.7,4.3,3.8,3.8,4.6,4.2,3.1,2.9,4.0,3.9,3.5
306,767.0,3.6,3.7,3.8,4.2,3.3,4.1,4.6,4.5,3.5,4.5,3.8,5.0,4.4,5.7,4.7,4.2,4.4,4.7
307,722.0,4.7,3.8,4.2,3.9,2.8,4.0,4.4,3.7,4.1,4.4,4.1,3.8,3.2,3.4,5.3,3.8,4.3,4.3
308,692.0,2.8,3.4,4.1,3.6,3.9,4.1,3.8,4.6,4.0,3.8,3.2,4.0,3.9,4.6,3.1,3.6,4.1,4.6
309,755.0,4.7,4.6,4.1,4.3,3.9,5.9,4.5,3.2,4.1,3.6,3.7,4.4,4.1,4.0,4.1,4.5,4.4,3.4
310,727.0,3.4,4.4,4.4,4.3,4.6,3.7,4.3,3.6,4.9,4.3,3.8,2.8,3.5,3.9,5.4,2.7,4.1,4.6
311,770.0,4.1,4.8,3.6,4.2,4.1,4.1,4.1,4.5,3.8,4.5,4.0,3.8,3.7,4.3,4.6,5.2,4.5,5.1
312,732.0,3.9,3.2,3.9,4.6,4.4,3.7,4.3,3.4,3.8,4.1,5.1,3.8,3.7,3.4,4.5,4.0,4.7,4.7
313,719.0,4.3,4.3,3.4,4.1,4.0,3.8,5.2,2.6,3.7,4.9,4.8,3.7,2.5,3.6,3.9,4.1,3.9,5.1
314,748.0,3.5,4.0,4.3,4.5,3.8,5.0,4.9,4.1,4.2,4.6,4.9,4.0,3.4,4.5,3.7,2.5,4.5,4.4
315,704.0,3.4,4.5,5.4,4.3,3.2,4.0,3.4,3.8,3.3,3.9,3.4,4.7,4.8,3.1,3.2,4.0,4.2,3.8
316,735.0,4.4,4.6,3.5,4.8,3.7,3.6,3.9,4.1,4.4,3.7,4.0,3.8,3.6,5.1,2.6,4.4,4.1,5.2
317,748.0,4.4,4.0,2.6,4.2,4.7,4.6,3.9,4.2,4.8,3.9,4.1,3.4,3.5,4.4,4.8,4.5,4.4,4.4
318,705.0,3.7,3.2,3.9,4.1,4.4,4.3,3.9,4.3,4.2,4.1,4.9,3.4,4.5,4.3,3.5,3.3,3.4,3.1
319,675.0,3.6,4.2,2.7,3.5,3.4,3.5,4.4,4.1,4.6,3.7,3.8,4.3,3.8,3.3,3.8,3.9,3.9,3.0
320,758.0,3.5,4.4,4.2,3.7,4.8,4.0,3.4,4.5,4.0,4.0,3.6,4.6,4.8,4.3,4.0,4.8,5.3,3.9
321,686.0,3.6,3.2,3.5,4.3,4.1,4.9,3.5,3.8,4.4,3.3,3.7,4.0,3.9,3.7,3.9,3.6,3.0,4.2
322,708.0,4.1,4.3,3.7,4.4,3.8,2.5,4.8,4.8,3.5,3.9,4.0,3.4,3.9,4.4,3.9,4.1,3.2,4.1
323,762.0,4.4,5.1,3.3,4.7,3.6,3.8,4.0,4.1,4.5,4.6,5.3,4.1,3.0,4.7,4.6,3.5,4.3,4.6
324,732.0,4.4,4.0,4.6,4.5,3.7,3.4,4.4,4.6,4.1,4.3,2.5,5.0,3.8,4.3,3.6,3.9,3.5,4.6
325,721.0,3.9,3.9,3.3,3.6,4.2,4.8,3.6,4.1,4.3,4.0,3.6,3.5,5.0,4.5,3.1,4.0,3.8,4.9
326,714.0,4.0,4.2,3.5,3.8,4.3,2.5,4.3,4.1,4.4,3.4,4.8,3.4,3.5,4.6,3.6,4.6,3.9,4.5
327,732.0,3.8,4.5,5.1,4.0,4.5,4.4,4.1,3.9,3.3,2.8,4.5,4.2,3.9,4.6,2.7,4.4,4.4,4.1
328,727.0,3.8,3.2,3.6,4.4,3.4,3.8,4.2,4.9,4.4,4.1,4.2,3.4,4.6,4.4,3.3,4.4,4.7,3.9
329,715.0,3.8,3.5,4.0,3.1,3.8,4.2,3.9,4.0,4.4,4.0,4.1,4.1,4.1,3.3,4.0,3.4,4.3,5.5
330,744.0,3.5,4.8,4.0,4.0,4.7,3.8,3.7,4.3,4.0,3.7,4.2,4.1,3.8,4.3,4.6,3.9,4.2,4.8
331,735.0,3.6,3.9,4.1,4.0,4.0,5.0,4.4,4.1,3.5,4.0,3.8,4.7,3.6,4.5,3.6,3.6,4.9,4.2
332,677.0,4.5,4.7,3.6,3.8,4.1,2.7,3.1,3.5,3.2,4.1,3.8,3.9,3.4,3.5,4.7,3.9,4.0,3.2
333,747.0,4.1,4.0,3.9,3.9,5.4,4.7,4.5,3.2,2.9,4.6,3.8,3.6,5.4,3.5,3.3,4.7,4.4,4.8
334,735.0,5.1,4.4,3.9,3.9,4.6,4.5,4.2,3.4,3.9,3.3,3.8,3.1,3.9,3.9,4.7,4.6,4.7,3.6
335,695.0,4.3,2.9,2.8,4.1,2.8,3.3,3.6,4.5,5.1,3.7,3.9,3.8,4.2,5.6,4.3,2.9,4.3,3.4
336,773.0,4.6,3.4,3.9,4.0,4.2,4.6,5.2,4.8,4.1,4.2,4.6,3.7,4.9,3.7,3.9,4.1,4.3,5.1
337,718.0,3.6,3.2,5.3,5.0,4.7,4.9,4.1,3.1,3.7,3.5,4.6,3.0,4.0,4.3,4.1,3.5,3.2,4.0
338,728.0,3.8,4.2,3.6,3.5,4.4,3.7,4.1,3.1,3.3,4.4,4.3,3.9,4.2,4.2,4.8,5.5,3.1,4.7
339,682.0,3.8,4.6,4.3,3.1,3.8,4.4,3.8,3.2,2.1,4.8,4.0,4.5,3.3,4.1,3.9,3.5,4.1,2.9
340,688.0,4.1,4.2,2.8,2.6,5.0,4.5,3.6,3.5,3.8,3.7,3.7,3.3,4.0,3.3,4.8,3.9,3.1,4.9
341,738.0,4.0,4.9,3.3,4.7,4.5,4.7,3.5,3.3,3.8,3.8,4.0,4.3,4.6,4.3,4.0,3.7,4.3,4.1
342,718.0,4.3,3.5,4.8,3.9,4.0,3.6,4.0,4.0,4.1,4.1,3.7,4.7,3.3,4.4,4.3,3.3,4.9,2.9
343,691.0,3.7,3.0,4.7,3.1,3.3,4.1,3.5,2.9,4.4,4.2,4.2,4.1,3.9,4.2,4.2,4.0,3.7,3.9
344,762.0,4.2,4.2,5.0,4.5,4.3,5.4,4.9,3.7,3.7,4.0,3.8,4.2,4.6,3.6,4.2,4.2,3.3,4.4
345,748.0,4.9,3.8,3.5,3.9,4.0,3.8,4.2,4.1,3.9,4.1,3.5,4.4,3.5,4.0,4.0,5.1,5.3,4.8
346,799.0,4.4,4.4,4.4,4.1,5.5,3.3,4.2,4.9,4.7,4.0,4.7,4.3,5.0,5.2,3.7,3.7,4.7,4.7
347,678.0,3.4,3.5,4.1,4.3,4.0,2.9,4.9,4.0,3.7,4.2,4.1,3.1,3.2,3.0,3.9,4.1,3.5,3.9
348,673.0,3.3,4.0,2.8,4.6,4.1,3.5,3.9,4.4,3.3,3.8,3.9,3.9,4.2,3.3,3.2,3.5,4.2,3.4
349,734.0,3.9,4.9,3.2,3.5,4.6,4.0,3.6,3.8,3.6,4.2,4.2,3.8,3.4,3.6,3.8,4.9,5.5,4.9
350,693.0,3.1,4.5,3.5,3.9,4.1,4.7,3.9,3.6,4.5,3.2,4.3,4.3,3.2,3.2,3.3,4.3,4.0,3.7
351,706.0,4.0,4.6,3.8,4.2,5.1,3.3,4.8,2.8,3.3,3.1,4.5,3.7,3.9,3.5,3.7,3.9,4.1,4.3
352,709.0,3.7,3.6,4.3,4.8,3.4,3.7,4.8,4.2,3.8,4.3,3.0,2.6,3.9,4.3,3.5,4.2,4.7,4.1
353,747.0,5.5,4.1,4.6,5.2,5.0,3.8,3.4,4.5,4.4,3.3,3.5,3.9,3.6,3.1,4.1,5.2,3.6,3.9
354,708.0,3.7,3.5,4.2,3.3,3.9,5.4,4.1,3.9,3.7,4.3,3.6,4.1,3.0,3.3,4.1,4.4,3.9,4.4
