x,episode_rewards,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
355,721.0,3.0,5.5,2.9,4.6,3.9,4.3,4.5,3.8,3.8,2.8,4.1,5.2,4.0,3.9,3.5,4.6,4.4,3.3
356,727.0,3.6,4.4,4.6,4.9,3.3,3.4,4.3,4.3,3.5,4.8,4.4,4.0,3.6,4.1,3.8,4.4,4.3,3.0
357,736.0,4.0,4.2,3.6,3.6,4.5,3.5,4.1,4.5,4.1,4.2,4.9,4.2,4.1,4.3,3.4,4.1,3.6,4.7
358,711.0,4.1,3.8,4.4,4.1,4.7,3.8,4.6,3.6,4.3,4.3,3.6,3.9,3.0,3.5,3.7,3.8,3.8,4.1
359,697.0,4.0,4.4,3.3,4.0,4.8,3.1,4.6,3.6,4.3,3.4,4.7,3.2,4.6,2.2,4.3,3.6,3.6,4.0
360,702.0,3.7,4.7,3.8,5.1,3.5,4.7,3.8,4.2,3.4,3.7,3.5,3.4,4.2,3.3,3.3,3.9,3.5,4.5
361,668.0,3.4,3.9,3.1,4.2,4.5,2.9,3.4,4.0,3.4,3.2,4.5,3.7,3.4,3.8,3.4,3.6,3.7,4.7
362,702.0,4.4,3.6,4.0,4.0,4.0,4.4,3.7,4.0,3.5,3.5,4.3,3.4,3.4,4.1,3.6,3.6,4.6,4.1
363,727.0,4.5,4.6,3.8,2.7,3.0,4.1,3.8,4.1,3.9,4.0,3.8,4.1,4.2,4.5,4.4,4.0,4.3,4.9
364,701.0,3.6,3.5,3.8,3.7,3.1,3.0,3.4,3.8,5.4,4.4,3.9,3.4,4.8,3.1,4.8,3.5,4.2,4.7
365,705.0,4.0,4.5,4.3,3.4,3.6,4.4,3.4,3.1,3.8,3.3,2.9,5.8,3.6,4.6,4.2,4.0,3.3,4.3
366,746.0,3.9,3.6,4.3,3.1,3.9,4.1,4.2,4.4,3.5,5.4,4.5,5.5,4.0,4.2,3.3,4.2,4.8,3.7
367,685.0,3.9,3.3,3.7,3.9,4.5,4.0,3.5,3.6,3.8,3.5,3.6,3.3,4.0,4.2,4.7,4.0,3.5,3.5
368,704.0,3.8,4.8,4.2,4.2,4.7,4.6,2.9,3.9,3.0,4.2,3.6,3.4,3.3,3.3,4.2,4.2,3.7,4.4
369,714.0,3.9,3.6,3.7,4.3,4.0,4.1,3.4,3.9,3.6,4.5,4.8,4.5,3.4,4.3,4.2,3.4,3.3,4.5
370,675.0,2.7,4.7,4.7,4.5,3.4,4.0,3.9,3.5,3.7,2.9,2.8,4.0,3.9,4.1,3.4,3.3,4.4,3.6
371,648.0,2.3,3.5,4.3,3.3,3.3,3.7,3.0,4.0,4.1,3.5,3.3,3.9,4.6,3.4,3.3,4.7,3.4,3.2
372,731.0,4.1,3.8,4.3,4.6,3.8,4.1,4.2,5.4,3.5,3.3,4.7,3.3,3.6,4.1,3.0,3.3,5.3,4.7
373,753.0,4.0,4.2,4.0,5.2,4.1,3.7,5.0,4.4,4.6,5.4,3.8,3.3,3.9,3.2,3.1,3.7,5.6,4.1
374,745.0,3.5,4.4,4.5,4.4,4.2,4.0,4.2,4.8,4.2,3.9,3.7,4.3,4.1,4.1,4.2,4.4,3.8,3.8
375,729.0,4.2,3.7,2.8,3.7,3.9,3.1,3.0,4.4,4.3,5.7,4.1,3.9,5.7,3.1,5.1,5.2,3.2,3.8
376,708.0,3.7,3.7,4.0,4.0,3.7,4.0,3.7,3.5,4.0,3.7,3.7,5.1,3.9,3.6,3.7,4.6,4.4,3.8
377,711.0,3.2,4.1,2.7,3.9,4.4,2.7,4.3,3.0,3.8,4.0,4.7,3.2,5.4,4.2,4.0,4.1,4.6,4.8
378,681.0,4.3,4.1,3.2,3.1,4.4,3.2,2.8,4.1,4.3,2.8,4.5,4.0,2.8,4.8,3.9,4.3,4.0,3.5
379,760.0,3.4,3.9,3.8,5.2,5.7,3.0,4.4,3.8,3.1,4.7,4.0,4.1,4.8,4.2,3.7,4.2,4.7,5.3
380,733.0,4.6,4.0,3.8,3.2,4.9,3.1,4.0,4.6,5.0,3.9,4.1,5.7,3.4,3.5,3.9,4.0,3.9,3.7
381,733.0,4.8,4.0,4.1,3.7,4.1,4.2,4.3,4.0,4.1,3.4,3.1,2.8,4.8,4.5,3.7,3.9,4.4,5.4
382,757.0,4.9,3.7,5.4,3.8,4.1,4.3,4.2,3.3,4.2,4.2,4.3,3.5,3.9,4.4,4.1,5.2,4.7,3.5
383,712.0,3.9,4.1,4.0,3.4,4.2,4.2,4.0,4.5,4.1,4.0,3.7,3.7,3.9,4.0,3.9,3.3,4.5,3.8
384,756.0,5.1,4.2,3.8,3.7,4.4,4.2,4.6,3.5,5.3,4.7,4.2,3.4,3.0,4.4,5.2,4.1,3.5,4.3
385,710.0,3.8,4.0,3.7,3.5,4.0,4.4,3.7,4.0,4.1,5.2,3.6,3.7,3.0,3.6,3.8,3.7,4.9,4.3
386,714.0,3.4,4.0,2.7,3.9,4.8,3.8,4.3,4.5,4.8,3.7,3.0,4.3,4.5,3.2,4.3,4.5,4.0,3.7
387,697.0,3.9,3.4,3.7,4.0,4.3,4.6,5.3,3.8,3.6,3.3,3.2,3.5,3.5,3.7,3.5,4.0,4.1,4.3
388,754.0,3.4,3.9,4.5,3.7,4.9,4.3,4.6,3.4,3.7,3.9,4.3,4.2,3.5,4.6,4.7,4.9,4.8,4.1
389,707.0,3.6,4.2,3.5,4.2,4.3,4.7,4.0,4.4,4.3,2.8,4.8,3.4,4.0,3.8,4.3,3.0,2.7,4.7
390,786.0,4.3,5.6,4.0,4.9,4.0,4.3,4.1,4.3,4.1,4.0,4.9,4.4,4.4,3.1,5.7,4.8,3.4,4.3
391,701.0,4.6,3.3,4.0,4.3,3.9,4.0,4.0,3.8,3.1,2.8,3.6,3.4,4.6,3.3,5.1,5.2,2.8,4.3
392,711.0,4.8,3.4,3.8,3.8,5.0,3.4,3.7,3.7,3.7,3.9,2.9,4.1,4.5,3.5,4.9,3.9,3.9,4.2
393,695.0,4.2,4.3,3.7,4.7,3.1,3.5,5.4,2.5,3.6,4.4,4.4,3.7,4.1,3.2,4.3,3.1,3.6,3.7
394,732.0,4.6,2.5,3.4,4.4,4.9,4.0,3.9,4.0,4.6,4.6,4.5,4.2,4.3,3.8,4.2,4.4,3.2,3.7
395,744.0,3.5,5.0,4.2,3.4,3.4,5.3,3.7,4.9,5.0,4.2,3.2,4.2,3.6,4.2,5.4,3.8,2.8,4.6
396,752.0,3.8,4.7,4.5,4.0,4.7,4.5,4.0,4.5,3.5,4.3,4.6,4.0,3.8,4.3,3.3,4.5,4.0,4.2
397,785.0,4.5,4.6,4.0,4.7,5.0,4.0,3.6,4.9,4.1,4.0,4.2,4.1,4.4,4.9,3.6,4.1,5.1,4.7
398,765.0,4.3,4.6,3.9,4.1,4.5,4.3,2.9,4.7,5.2,4.5,3.5,4.7,5.1,5.0,4.3,4.2,3.9,2.8
399,752.0,3.2,4.0,3.7,4.5,5.0,3.9,3.9,3.7,4.1,5.4,4.8,4.2,4.1,4.0,4.3,4.5,4.1,3.8
400,692.0,4.2,3.7,4.0,3.0,3.2,3.5,4.1,4.2,3.5,3.8,2.8,3.5,4.5,4.7,3.9,4.3,4.5,3.8
401,768.0,4.5,3.6,4.6,4.6,3.9,4.3,5.0,3.5,4.1,3.9,4.6,3.8,4.3,5.8,4.4,3.8,4.2,3.9
402,728.0,4.2,3.5,4.7,4.2,4.4,3.5,3.3,3.5,4.5,4.5,3.7,4.9,3.1,4.4,4.0,4.0,4.6,3.8
403,712.0,4.4,3.7,4.8,4.0,3.8,3.2,3.4,4.4,3.3,3.7,4.4,4.3,4.5,3.9,3.5,3.0,4.9,4.0
404,749.0,3.6,4.3,3.6,5.1,3.0,4.6,4.9,4.1,4.0,5.3,4.5,3.2,3.2,4.2,4.3,4.1,4.1,4.8
405,732.0,4.9,4.9,4.2,4.3,3.3,4.3,4.0,2.3,4.3,4.8,3.7,4.6,3.7,3.7,4.4,4.8,3.9,3.1
406,728.0,4.4,3.3,4.0,3.7,3.5,4.6,3.8,4.9,4.4,4.6,4.2,3.4,4.5,3.0,4.8,4.6,3.2,3.9
407,714.0,3.4,3.6,4.3,5.1,4.2,4.3,4.2,4.6,3.8,3.8,3.7,3.1,3.4,4.4,4.3,3.3,3.9,4.0
408,740.0,4.6,5.0,3.4,3.7,3.7,4.0,4.3,4.6,5.1,4.0,3.9,4.3,3.1,3.8,4.6,3.5,4.0,4.4
409,754.0,3.2,4.6,4.2,4.6,4.8,4.0,5.1,4.4,4.3,4.0,3.3,3.9,3.8,3.8,4.3,4.0,5.2,3.9
410,729.0,4.4,3.4,4.0,4.8,4.5,4.3,4.5,3.0,4.3,3.9,3.6,3.7,4.3,5.3,4.3,3.1,3.4,4.1
411,719.0,4.4,3.4,5.1,5.0,4.7,3.6,4.8,3.5,4.2,3.7,4.8,3.2,3.5,3.4,3.5,3.6,3.6,3.9
412,668.0,4.3,4.0,3.1,4.2,3.5,3.4,3.8,4.1,3.2,3.7,3.9,3.9,3.2,3.8,3.4,3.8,3.0,4.5
413,682.0,3.5,3.7,3.7,4.5,3.9,4.5,4.1,4.7,3.8,4.1,3.2,3.3,3.9,3.3,3.6,3.3,4.1,3.0
414,723.0,3.3,3.8,3.9,3.8,4.3,3.4,4.6,4.5,3.7,4.0,4.5,4.9,3.7,3.7,4.2,4.5,4.0,3.5
415,825.0,4.2,4.9,3.9,5.4,3.9,3.9,5.1,5.2,4.1,4.5,4.6,4.4,5.2,4.0,5.3,4.9,4.2,4.8
416,749.0,4.1,4.4,4.8,3.2,3.7,4.2,3.3,5.0,4.9,3.4,4.1,4.0,4.4,4.6,4.0,4.1,4.1,4.6
417,687.0,4.5,3.7,4.5,4.0,3.0,3.2,4.3,3.3,3.6,4.1,3.7,3.2,4.3,3.9,3.9,4.1,4.3,3.1
418,678.0,3.2,3.2,3.1,4.0,3.5,3.3,4.4,4.6,3.5,4.0,3.9,2.7,4.0,3.9,4.5,4.3,3.7,4.0
419,725.0,4.5,3.4,4.0,4.8,3.8,3.1,4.4,4.8,4.4,3.3,4.0,4.0,4.5,3.8,4.9,3.0,4.6,3.2
420,676.0,3.0,3.5,4.5,5.1,3.8,3.9,2.3,4.6,3.4,3.2,4.5,3.9,3.7,3.4,3.4,4.0,2.8,4.6
421,661.0,4.2,3.8,3.0,3.2,2.9,3.5,3.5,3.7,2.8,4.4,4.5,3.5,3.6,4.2,3.5,3.6,4.5,3.7
422,702.0,4.3,4.7,3.4,4.7,2.9,4.9,3.5,3.2,2.7,5.5,3.7,4.2,3.8,4.4,3.2,3.6,4.0,3.5
423,751.0,4.2,3.6,5.1,3.5,4.5,4.3,4.9,4.1,4.1,4.5,4.0,4.5,5.1,4.3,3.8,4.1,3.9,2.6
424,746.0,4.8,4.6,4.7,3.2,4.9,4.4,3.7,4.5,4.5,4.8,3.8,3.5,3.5,4.1,2.7,4.9,4.0,4.0
425,725.0,3.5,3.9,3.3,4.3,3.6,3.1,4.4,4.6,3.8,4.2,3.6,4.7,4.4,3.4,4.7,4.7,3.9,4.4
426,695.0,3.3,3.4,3.8,3.9,3.1,2.7,3.7,4.6,4.5,3.7,4.6,4.0,4.0,4.8,3.9,4.3,3.8,3.4
427,708.0,4.2,3.0,4.5,2.7,4.7,3.7,4.3,4.1,4.8,3.7,3.5,4.3,4.1,3.9,4.0,4.6,3.9,2.8
428,686.0,4.4,2.7,4.9,3.7,3.6,3.8,3.0,3.3,4.4,4.4,4.5,3.5,3.9,3.8,3.5,4.2,2.8,4.2
429,639.0,3.6,3.5,3.6,3.6,3.9,3.0,4.1,3.9,3.4,3.2,3.4,2.9,4.4,3.5,3.7,4.0,3.0,3.2
430,725.0,4.6,4.1,4.2,4.8,4.7,2.8,4.7,4.3,4.2,3.8,4.1,4.8,3.9,3.1,4.0,3.7,3.3,3.4
431,682.0,4.5,4.0,3.7,4.2,4.4,3.3,2.0,4.5,4.2,2.8,3.2,3.3,3.0,3.9,4.2,4.5,4.2,4.3
432,756.0,3.3,4.7,4.0,4.7,4.3,4.0,3.4,4.2,3.8,3.8,4.5,4.2,5.0,5.3,4.3,3.6,4.2,4.3
433,678.0,4.8,3.3,2.9,3.6,3.6,4.3,3.8,3.8,4.7,4.1,3.3,2.8,3.7,4.4,4.3,3.4,4.0,3.0
434,711.0,4.2,4.9,4.1,4.0,3.7,3.4,4.9,4.8,2.7,4.4,3.9,2.8,5.1,3.6,4.0,3.4,4.1,3.1
435,698.0,3.7,3.8,3.4,3.7,4.1,3.8,4.9,3.4,4.2,4.1,3.9,4.3,3.9,4.4,3.7,3.2,3.8,3.5
436,752.0,3.6,4.9,4.2,4.6,3.8,4.7,3.7,3.5,4.1,3.9,4.1,4.6,4.9,5.0,4.3,3.8,4.0,3.5
437,755.0,4.8,4.4,4.6,4.8,4.5,4.2,4.2,4.0,3.9,4.3,4.3,5.0,4.4,4.1,3.9,2.9,3.7,3.5
438,680.0,4.5,4.2,4.1,3.8,4.1,3.3,4.4,3.9,4.0,3.6,2.6,4.2,3.0,3.9,3.7,3.7,3.6,3.4
439,689.0,3.4,3.6,2.9,3.4,3.9,4.5,4.3,4.0,4.2,3.1,3.9,3.9,4.2,4.5,4.1,3.8,4.1,3.1
440,697.0,4.5,3.4,3.3,4.3,5.0,4.3,3.2,3.1,3.1,3.5,3.2,4.1,3.8,4.0,4.4,4.3,4.4,3.8
441,711.0,4.1,4.5,4.2,4.7,5.0,3.9,3.6,2.9,4.6,2.9,3.8,4.1,3.9,4.2,2.8,3.3,4.1,4.5
442,722.0,3.6,4.2,3.2,4.0,4.0,4.1,4.2,4.7,4.4,4.5,3.4,4.1,4.3,4.7,3.2,4.0,4.0,3.6
443,686.0,2.3,3.8,4.1,3.9,4.1,3.1,3.9,3.9,3.1,3.5,4.4,3.3,5.0,4.8,3.5,4.4,2.8,4.7
444,685.0,4.8,3.6,2.4,4.9,3.7,4.2,4.0,4.0,3.1,3.3,4.3,5.6,4.2,4.1,2.9,3.6,3.5,2.3
445,713.0,4.3,4.3,3.8,3.9,5.0,3.9,4.5,3.8,3.3,4.1,4.4,4.6,4.0,3.6,2.9,3.7,4.3,2.9
446,706.0,4.5,3.8,5.3,3.4,4.9,3.9,4.7,2.7,2.8,3.2,3.7,4.0,3.2,3.4,4.6,4.8,4.0,3.7
447,661.0,2.9,3.1,2.7,3.9,3.9,3.9,4.2,4.0,2.9,4.2,4.0,4.5,2.7,3.5,4.3,3.2,4.5,3.7
448,753.0,4.0,3.5,4.6,5.2,4.2,3.3,4.7,4.7,4.8,4.4,4.5,3.3,4.2,3.9,4.6,3.4,4.1,3.9
449,801.0,4.2,5.5,5.0,4.0,3.5,4.4,4.9,4.5,4.6,3.9,4.9,4.3,4.1,4.6,5.1,4.2,4.2,4.2
450,746.0,3.4,4.9,3.7,4.5,4.5,3.9,2.5,4.7,4.0,3.9,4.2,4.1,3.2,4.6,4.0,4.2,5.5,4.8
451,771.0,4.3,4.2,5.2,4.1,4.7,4.2,4.0,4.7,3.9,4.9,4.6,4.1,4.3,3.6,3.3,4.0,4.3,4.7
452,774.0,4.4,3.6,3.8,4.1,4.7,4.1,4.0,5.0,4.7,4.9,4.2,4.6,4.0,4.0,5.3,4.2,3.5,4.3
453,743.0,3.7,4.5,5.0,3.6,4.3,4.6,3.5,3.9,4.8,4.5,4.1,4.1,4.0,3.8,4.5,4.1,3.7,3.6
454,793.0,3.6,4.8,5.0,4.5,5.0,4.5,4.1,4.5,3.8,3.7,4.4,4.6,4.7,3.6,4.3,3.9,5.5,4.8
455,703.0,3.0,3.8,4.4,3.7,4.4,3.1,4.2,3.6,4.4,4.1,3.9,4.4,4.8,3.3,3.6,3.0,4.2,4.4
456,697.0,3.7,3.4,4.2,3.9,3.7,2.5,4.3,4.3,2.8,4.5,4.4,4.1,4.6,4.3,3.8,3.7,3.4,4.1
457,721.0,3.5,4.5,3.8,4.4,4.1,3.7,4.6,3.8,4.6,4.0,3.4,3.4,3.4,4.4,4.6,3.9,3.5,4.5
458,636.0,3.2,3.4,4.4,3.3,4.3,3.7,3.6,3.3,3.5,3.8,4.0,3.4,3.1,4.7,2.6,3.2,2.8,3.3
459,771.0,4.0,3.9,4.3,5.0,3.7,4.0,4.2,4.0,4.5,4.7,3.9,4.6,4.4,3.6,5.0,5.1,3.7,4.5
460,682.0,3.6,4.3,3.9,3.7,4.2,4.1,3.7,4.0,3.4,3.7,3.7,3.4,3.3,3.9,4.0,5.0,2.7,3.6
461,724.0,4.0,3.9,3.9,3.7,4.8,4.2,3.0,4.6,4.4,4.3,3.4,3.5,4.2,4.3,3.8,4.0,4.4,4.0
462,747.0,4.9,4.8,4.1,4.6,4.9,3.7,4.3,4.7,4.6,3.6,3.1,4.0,3.2,3.8,3.9,4.1,4.2,4.2
463,727.0,3.4,4.1,4.2,3.6,3.9,4.4,4.0,3.4,3.7,4.6,4.7,4.2,3.9,4.2,3.7,4.4,4.1,4.2
464,693.0,3.6,3.9,4.2,3.1,4.7,4.4,4.1,4.7,3.2,3.6,3.8,3.8,2.6,4.5,4.3,3.5,3.9,3.4
465,730.0,3.6,3.4,3.6,4.1,4.0,4.3,4.2,3.9,3.7,3.8,4.3,4.8,3.8,4.1,4.7,4.4,3.7,4.6
466,669.0,3.8,4.1,4.2,2.8,3.8,3.2,3.3,2.6,4.1,4.0,3.3,4.3,4.2,3.3,3.8,4.5,4.1,3.5
467,688.0,4.7,3.2,2.8,3.1,3.8,3.5,4.6,4.2,4.7,3.9,3.4,4.2,4.2,4.4,4.2,4.1,3.2,2.6
468,694.0,3.7,3.2,4.7,3.7,3.4,3.0,4.0,4.2,3.9,2.9,4.2,3.7,3.9,4.6,4.1,3.7,3.6,4.9
469,720.0,4.0,4.4,4.7,3.3,4.4,4.4,3.3,4.3,4.8,3.6,3.5,3.8,3.8,3.9,4.3,3.4,3.7,4.4
470,767.0,5.0,4.9,4.3,3.7,3.8,4.1,4.2,4.6,4.2,4.3,4.1,4.1,4.5,3.8,4.3,4.0,4.5,4.3
471,688.0,4.1,4.1,2.6,3.4,4.1,3.8,3.8,4.5,2.8,4.4,3.5,5.1,4.1,4.6,4.3,3.2,3.1,3.3
472,734.0,4.1,3.6,3.1,3.8,3.7,3.7,4.6,5.6,3.7,4.5,3.7,3.6,4.9,3.4,4.1,4.5,5.0,3.8
473,690.0,4.3,4.2,3.5,4.4,4.2,4.3,3.9,2.4,3.7,4.9,2.6,4.3,3.1,4.0,3.2,4.5,3.8,3.7
474,653.0,2.8,3.9,4.1,3.4,3.7,5.0,2.1,2.6,3.3,3.3,4.3,3.1,4.0,3.7,5.0,4.0,3.3,3.7
475,727.0,3.9,5.2,3.7,3.2,3.5,4.5,3.6,3.7,3.9,5.2,3.7,3.5,3.5,4.6,4.4,5.0,4.0,3.6
476,701.0,3.8,3.3,2.8,4.0,4.1,4.5,4.2,3.4,3.7,4.3,4.5,3.3,3.1,4.2,4.6,4.1,3.8,4.4
477,714.0,3.9,4.2,4.3,4.2,3.9,3.9,4.2,3.8,3.8,4.2,4.4,4.9,3.2,3.2,3.8,4.0,2.8,4.7
478,696.0,3.7,3.8,4.2,4.6,4.0,4.7,2.9,4.0,4.0,3.2,3.5,3.7,3.8,4.1,4.1,3.8,3.7,3.8
479,753.0,4.4,5.1,5.2,4.0,4.9,4.2,3.3,4.1,4.0,4.5,3.9,3.7,3.4,5.0,4.1,4.3,3.8,3.4
480,670.0,2.9,4.4,4.7,4.0,4.1,3.1,3.6,3.7,4.7,3.0,3.2,3.6,3.8,2.9,4.3,4.0,3.6,3.4
481,714.0,3.4,4.4,3.1,4.0,4.7,3.8,3.8,4.0,3.9,3.1,4.0,4.2,5.9,4.9,4.0,3.1,4.2,2.9
482,713.0,3.6,3.7,3.8,3.2,4.1,4.5,3.4,3.2,4.3,3.8,5.0,3.1,4.5,4.2,4.5,4.0,4.1,4.3
483,694.0,3.7,3.7,3.6,3.9,4.4,3.7,4.2,4.7,4.4,3.6,4.2,4.0,4.0,3.4,3.6,3.1,3.7,3.5
484,719.0,4.3,3.9,3.4,3.8,4.8,3.6,4.3,4.2,3.5,4.3,3.6,4.3,3.8,5.4,4.2,3.9,3.0,3.6
485,680.0,3.7,3.8,4.1,5.2,3.9,4.4,3.8,3.7,3.1,3.2,3.3,4.6,2.8,3.7,3.8,3.3,3.3,4.3
486,700.0,3.8,5.1,3.9,3.8,3.4,4.2,3.6,2.9,4.2,2.7,3.4,4.1,3.9,4.4,4.7,4.5,3.5,3.9
487,753.0,3.8,5.1,4.4,4.1,3.8,3.2,4.3,2.9,5.0,4.3,5.0,3.3,3.8,4.5,4.3,3.9,4.4,5.2
488,715.0,2.6,3.7,3.4,4.0,4.1,4.1,4.3,4.7,3.5,3.8,3.4,4.2,3.5,4.1,4.1,4.0,5.1,4.9
489,726.0,4.2,4.7,3.6,3.6,4.3,3.2,3.5,4.4,3.6,3.2,4.4,3.5,3.3,5.1,4.2,4.1,4.6,5.1
490,744.0,3.6,4.5,4.0,4.3,4.0,4.4,3.8,4.2,4.1,4.2,4.5,4.7,3.5,5.0,3.1,3.5,4.8,4.2
491,761.0,4.8,3.2,4.4,4.4,3.9,4.1,4.2,2.6,5.0,4.2,3.7,3.9,5.3,5.1,4.6,4.1,5.2,3.4
492,747.0,2.8,3.8,4.0,4.2,4.7,3.8,4.5,4.6,3.5,4.8,5.2,5.2,4.0,3.5,5.0,4.0,3.3,3.8
493,703.0,4.1,3.6,3.9,3.6,4.2,3.6,3.5,4.4,4.0,3.1,3.8,3.1,3.8,5.6,4.6,4.0,3.8,3.6
494,785.0,4.6,4.6,3.6,4.1,4.7,4.2,3.8,3.7,3.3,4.2,4.6,5.7,5.0,4.4,4.0,4.9,4.4,4.7
495,753.0,3.2,4.8,3.0,4.7,3.8,4.4,5.2,4.9,4.2,4.3,4.0,4.0,5.0,3.8,3.5,3.7,4.8,4.0
496,679.0,3.4,3.2,4.2,3.8,2.7,4.5,3.0,4.1,3.6,4.2,4.7,3.7,4.2,4.0,3.3,3.6,4.1,3.6
497,724.0,3.9,3.7,4.4,4.3,4.1,3.7,2.8,5.0,4.8,3.5,3.0,4.8,4.0,3.8,4.5,3.7,4.6,3.8
498,782.0,5.2,4.1,4.2,4.2,4.4,4.2,3.5,4.6,4.5,4.4,4.4,4.4,3.8,4.2,5.0,4.9,4.8,3.4
499,712.0,3.0,3.9,4.0,3.7,3.4,4.4,4.2,3.3,4.3,5.0,3.8,4.5,3.7,3.3,3.8,4.5,4.0,4.4
500,765.0,4.2,4.7,4.6,4.9,4.6,3.9,5.0,4.1,4.1,4.6,4.5,4.9,4.2,4.1,4.0,3.1,3.0,4.0
501,718.0,4.3,4.4,4.6,3.4,3.5,3.8,4.3,3.4,4.5,4.3,4.3,3.7,4.1,3.5,3.9,3.7,4.0,4.1
502,738.0,4.2,4.2,4.0,4.1,4.9,3.5,3.6,4.0,3.2,4.4,5.4,3.1,3.6,4.0,4.1,4.2,5.1,4.2
503,730.0,4.4,3.2,4.2,4.8,4.2,3.6,4.4,4.0,3.1,4.9,3.3,3.8,4.5,3.6,4.4,4.3,4.2,4.1
504,680.0,4.2,3.7,3.4,3.3,3.2,2.9,4.1,4.9,4.5,3.7,3.9,4.6,3.9,2.5,3.7,3.5,4.4,3.6
505,752.0,5.2,3.8,4.0,4.3,5.3,3.2,5.4,4.4,4.5,3.9,4.2,4.5,3.2,3.6,3.8,4.1,3.8,4.0
506,708.0,3.0,4.2,4.2,4.0,3.9,3.6,4.0,3.6,5.0,3.8,4.0,4.9,4.4,3.1,3.6,3.6,4.2,3.7
507,735.0,3.8,4.7,3.7,4.1,5.6,4.3,3.9,3.6,2.7,4.0,4.0,4.0,3.4,5.2,4.2,4.2,3.9,4.2
508,694.0,3.0,3.8,4.3,4.0,5.0,4.7,3.2,3.9,3.8,4.3,3.7,3.7,3.9,2.6,3.5,5.0,3.4,3.6
509,745.0,4.2,4.3,4.1,4.7,3.8,4.3,3.6,4.9,4.3,4.1,4.7,4.0,4.3,3.8,4.4,3.2,4.4,3.4
510,755.0,4.0,4.6,4.3,4.0,5.1,4.2,3.5,4.1,4.5,3.8,3.5,4.5,4.9,3.9,3.2,4.2,4.3,4.9
511,725.0,3.5,4.2,3.3,3.8,2.7,2.7,4.2,5.3,4.1,4.2,3.7,3.5,4.2,4.9,5.7,5.1,3.2,4.2
512,759.0,3.6,4.4,3.8,4.2,5.2,3.8,4.0,4.4,3.6,4.3,5.0,3.4,4.6,3.3,5.3,4.3,4.5,4.2
513,673.0,4.0,3.7,3.4,3.7,3.4,4.0,3.3,3.3,3.7,4.7,3.6,3.5,3.8,3.5,3.6,4.0,4.1,4.0
514,708.0,3.2,3.5,4.2,4.7,4.3,4.1,4.4,3.8,3.4,5.1,4.0,4.5,4.0,3.4,3.4,4.1,3.3,3.4
515,700.0,4.1,4.2,4.2,3.6,4.7,3.8,3.8,3.7,3.3,4.1,3.6,3.7,3.9,4.3,4.5,4.4,2.9,3.2
516,704.0,4.3,4.5,4.3,3.5,3.6,4.2,3.3,3.5,4.7,3.4,3.4,3.9,3.3,3.7,3.6,4.7,4.5,4.0
517,678.0,3.9,4.0,4.7,3.6,3.2,3.8,2.9,3.8,4.1,3.5,4.5,3.6,3.2,3.4,3.4,3.6,4.9,3.7
518,688.0,3.9,5.0,4.0,3.6,3.4,4.2,3.0,5.2,3.4,3.9,2.9,4.0,3.7,4.0,3.5,4.3,3.4,3.4
519,691.0,3.5,4.0,3.9,4.5,3.7,3.7,3.2,3.3,3.8,3.8,4.8,4.6,3.9,4.1,3.9,2.3,4.4,3.7
520,798.0,4.4,4.4,5.8,4.3,4.1,4.4,4.6,4.8,3.5,4.1,4.7,4.8,3.6,4.6,4.8,3.9,4.0,5.0
521,703.0,4.1,3.4,5.2,4.2,3.4,4.6,4.2,3.8,3.9,3.1,2.7,4.1,3.6,4.0,4.2,4.5,3.0,4.3
522,700.0,3.5,4.2,4.2,4.3,3.6,3.0,3.7,4.1,4.6,3.0,3.5,4.2,3.7,4.1,3.5,3.9,3.9,5.0
523,713.0,4.2,3.5,4.3,3.2,5.3,3.6,4.1,3.4,3.1,3.6,5.3,4.7,3.2,3.9,3.9,3.6,3.5,4.9
524,707.0,2.7,3.2,5.3,3.8,3.5,3.4,4.6,3.9,5.4,4.5,3.5,4.1,3.3,3.8,3.2,3.4,5.0,4.1
525,784.0,4.5,3.7,4.5,4.2,4.4,4.6,4.1,3.8,4.6,4.2,5.2,3.8,5.1,4.9,5.2,3.2,4.1,4.3
526,672.0,4.1,3.7,4.8,3.8,4.8,3.7,3.1,4.2,2.5,3.3,3.3,3.9,3.3,3.3,3.4,4.0,4.4,3.6
527,734.0,4.4,5.0,4.7,3.9,5.8,4.8,3.7,3.6,3.8,4.4,4.3,3.5,4.0,3.6,4.1,3.1,3.3,3.4
528,686.0,4.1,4.2,2.8,4.3,4.0,4.0,3.5,3.9,3.2,4.0,3.2,4.3,4.3,3.2,3.7,3.4,4.5,4.0
529,704.0,3.5,3.7,3.7,3.1,4.1,3.6,3.7,4.1,4.4,4.1,4.9,4.3,3.1,3.4,3.2,3.5,5.4,4.6
530,716.0,4.0,3.9,2.8,4.7,4.6,3.1,4.6,4.0,3.9,4.2,3.4,3.6,4.2,3.6,4.2,4.7,4.4,3.7
531,739.0,3.8,4.0,3.9,4.9,3.9,4.9,3.3,4.3,4.3,4.8,3.7,4.2,4.4,4.6,3.9,3.8,3.3,3.9
532,751.0,4.7,4.8,4.3,4.6,4.3,2.3,4.1,4.3,4.4,4.2,4.4,3.5,4.1,4.6,4.1,4.2,4.2,4.0
